housing_id,student_id,residence_hall,room_number,move_in_date,move_out_date,housing_status
H005548,S004608,Bellview Hall,301,2026-03-20,2026-08-20,Moved Out
H005549,S001145,Northgate Hall,231,2025-12-25,,Active
H005550,S009298,Sunrise Commons,229,2026-01-19,2026-08-20,Moved Out
H005551,S007302,Sunrise Commons,514,2026-08-06,,Active
H005552,S001952,Lakeside Terrace,496,2023-12-11,,Active
H005553,S009950,Birchwood Hall,391,2025-02-28,2025-07-12,Moved Out
H005554,S006277,Northgate Hall,318,2024-12-23,,Active
H005555,S004559,Cedar Crest Hall,442,2025-09-01,,Active
H005556,S008027,Meadowbrook Hall,309,2025-02-10,,Active
H005557,S001978,Birchwood Hall,507,2025-07-15,2026-01-30,Moved Out
H005558,S004726,Harborview Hall,236,2024-05-01,,Pending Assignment
H005559,S006347,Northgate Hall,321,2024-01-27,,Active
H005560,S002950,Meadowbrook Hall,257,2025-11-10,,Active
H005561,S009278,Cedar Crest Hall,530,2026-04-06,,Active
H005562,S007392,Riverbend Hall,336,2025-06-16,2025-08-17,Moved Out
H005563,S007292,Sunrise Commons,286,2025-12-28,,Active
H005564,S001979,Highland Hall,331,2025-04-21,,Active
H005565,S000314,Harborview Hall,546,2025-10-29,,Active
H005566,S002510,Willow Creek Hall,475,2026-02-20,,Active
H005567,S003964,Willow Creek Hall,347,2025-04-13,,Active
H005568,S008235,Maple Ridge Hall,552,2025-02-18,,Active
H005569,S007121,Summit House,481,2025-06-17,,Active
H005570,S002512,Northgate Hall,254,2024-07-11,2024-10-18,Moved Out
H005571,S002948,Lakeside Terrace,245,2025-02-26,,Active
H005572,S009055,Summit House,404,2025-07-10,,Active
H005573,S005869,Harborview Hall,300,2024-01-02,2024-06-21,Moved Out
H005574,S007501,Aspen Court,513,2024-01-01,2024-09-27,Moved Out
H005575,S004158,Founders Hall,469,2026-06-27,2026-08-20,Moved Out
H005576,S002917,Highland Hall,416,2025-10-06,,Active
H005577,S009514,Lakeside Terrace,466,2023-11-11,,Active
H005578,S006850,Aspen Court,481,2025-07-11,,Active
H005579,S009453,Summit House,362,2025-05-30,,Active
H005580,S003726,Meadowbrook Hall,588,2025-05-30,,Active
H005581,S000505,Lakeside Terrace,371,2025-08-14,2026-03-20,Moved Out
H005582,S004202,Harborview Hall,173,2025-06-21,,Pending Assignment
H005583,S000129,Lakeside Terrace,227,2024-08-29,2025-02-24,Moved Out
H005584,S002366,Harborview Hall,464,2024-06-18,,Active
H005585,S009251,Birchwood Hall,179,2023-10-30,2024-02-02,Moved Out
H005586,S005371,Lakeside Terrace,484,2025-01-17,,Active
H005587,S007304,Birchwood Hall,318,2024-08-25,,Active
H005588,S005161,Bellview Hall,300,2023-12-12,,Active
H005589,S001600,Cedar Crest Hall,441,2025-04-18,,Active
H005590,S004786,Harborview Hall,254,2026-02-09,2026-05-16,Moved Out
H005591,S004623,Lakeside Terrace,443,2024-10-05,2025-03-18,Moved Out
H005592,S001903,Northgate Hall,393,2025-02-17,2025-09-08,Moved Out
H005593,S004603,Northgate Hall,597,2024-10-14,2025-08-03,Moved Out
H005594,S003077,Bellview Hall,392,2024-06-28,,Active
H005595,S007039,Sunrise Commons,241,2025-05-14,,Active
H005596,S004311,Willow Creek Hall,231,2025-10-20,2026-04-09,Moved Out
H005597,S006750,Northgate Hall,416,2026-04-08,2026-06-30,Moved Out
H005598,S000679,Riverbend Hall,532,2026-05-02,2026-08-20,Moved Out
H005599,S008586,Birchwood Hall,178,2024-05-17,2024-11-24,Moved Out
H005600,S002688,Willow Creek Hall,292,2026-05-04,2026-08-20,Moved Out
H005601,S009993,Meadowbrook Hall,296,2026-05-27,,Active
H005602,S004860,Lakeside Terrace,378,2024-05-03,,Active
H005603,S000137,Sunrise Commons,219,2025-01-30,,Active
H005604,S005353,Highland Hall,206,2024-08-08,2024-11-27,Moved Out
H005605,S009572,Meadowbrook Hall,331,2024-01-26,,Active
H005606,S009532,Aspen Court,180,2025-03-01,,Active
H005607,S006244,Meadowbrook Hall,496,2023-08-27,,Active
H005608,S007549,Founders Hall,593,2024-01-07,,Active
H005609,S001825,Highland Hall,178,2025-11-27,,Active
H005610,S005945,Northgate Hall,385,2025-04-30,,Active
H005611,S006512,Birchwood Hall,201,2024-05-12,2024-10-08,Moved Out
H005612,S004738,Founders Hall,499,2026-07-22,,Active
H005613,S003894,Sunrise Commons,454,2025-09-18,2026-01-16,Moved Out
H005614,S001194,Founders Hall,277,2026-01-07,2026-04-24,Moved Out
H005615,S003744,Sunrise Commons,214,2024-09-27,2025-03-27,Moved Out
H005616,S004025,Meadowbrook Hall,178,2024-09-20,,Active
H005617,S004435,Lakeside Terrace,386,2025-07-27,,Active
H005618,S007879,Bellview Hall,162,2025-06-11,,Active
H005619,S000250,Harborview Hall,491,2024-11-11,,Active
H005620,S003730,Northgate Hall,483,2024-09-10,2025-05-26,Moved Out
H005621,S002007,Lakeside Terrace,225,2024-04-14,,Active
H005622,S009466,Maple Ridge Hall,390,2024-04-02,,Active
H005623,S003282,Riverbend Hall,567,2024-11-18,,Pending Assignment
H005624,S009691,Northgate Hall,533,2026-06-02,,Active
H005625,S007889,Willow Creek Hall,411,2024-02-07,,Active
H005626,S001930,Lakeside Terrace,266,2024-07-15,2024-12-28,Moved Out
H005627,S004533,Northgate Hall,520,2026-04-05,,Active
H005628,S001800,Lakeside Terrace,150,2024-07-12,,Active
H005629,S001390,Lakeside Terrace,336,2025-12-25,,Active
H005630,S006100,Founders Hall,270,2024-12-12,2025-06-25,Moved Out
H005631,S005580,Founders Hall,471,2026-04-27,,Active
H005632,S002714,Maple Ridge Hall,510,2024-06-13,,Active
H005633,S009646,Meadowbrook Hall,412,2024-09-09,,Active
H005634,S009350,Highland Hall,237,2026-07-05,,Active
H005635,S006371,Aspen Court,206,2026-05-27,2026-08-20,Moved Out
H005636,S000104,Northgate Hall,286,2024-08-15,,Active
H005637,S000133,Summit House,184,2023-09-26,2024-05-16,Moved Out
H005638,S006279,Summit House,458,2026-03-30,,Active
H005639,S002370,Aspen Court,252,2026-05-02,2026-08-17,Moved Out
H005640,S004268,Meadowbrook Hall,175,2024-04-01,,Active
H005641,S005454,Summit House,185,2025-04-20,,Active
H005642,S001357,Sunrise Commons,575,2024-12-02,,Active
H005643,S001442,Founders Hall,325,2025-04-17,2025-09-28,Moved Out
H005644,S005971,Cedar Crest Hall,189,2023-11-14,2024-09-09,Moved Out
H005645,S000159,Harborview Hall,194,2025-07-29,,Active
H005646,S004607,Summit House,572,2025-04-01,,Active
H005647,S009381,Aspen Court,204,2025-08-19,2025-12-16,Moved Out
H005648,S000690,Highland Hall,118,2024-12-30,,Active
H005649,S009426,Harborview Hall,556,2026-01-17,2026-04-24,Moved Out
H005650,S005661,Highland Hall,488,2026-05-19,2026-08-20,Moved Out
H005651,S001487,Meadowbrook Hall,586,2026-02-02,2026-04-03,Moved Out
H005652,S008944,Cedar Crest Hall,455,2024-09-07,2025-04-25,Moved Out
H005653,S001746,Harborview Hall,204,2025-06-23,,Active
H005654,S007467,Summit House,559,2025-11-16,2026-06-14,Moved Out
H005655,S006611,Sunrise Commons,320,2025-02-25,2025-09-03,Moved Out
H005656,S009089,Riverbend Hall,428,2024-04-16,2024-12-02,Moved Out
H005657,S007116,Meadowbrook Hall,133,2024-06-20,2025-01-07,Moved Out
H005658,S006808,Riverbend Hall,414,2026-03-29,,Active
H005659,S008626,Riverbend Hall,465,2026-02-20,2026-04-26,Moved Out
H005660,S003416,Birchwood Hall,518,2024-04-10,,Active
H005661,S003908,Meadowbrook Hall,433,2025-01-28,,Active
H005662,S002832,Aspen Court,299,2026-04-05,,Active
H005663,S000155,Birchwood Hall,358,2024-09-26,2025-04-02,Moved Out
H005664,S008765,Highland Hall,291,2025-12-10,2026-02-11,Moved Out
H005665,S002732,Aspen Court,341,2024-05-11,,Active
H005666,S007973,Summit House,588,2026-06-03,2026-08-20,Moved Out
H005667,S002859,Lakeside Terrace,288,2025-09-16,,Active
H005668,S002454,Northgate Hall,450,2025-06-08,2025-10-11,Moved Out
H005669,S005550,Willow Creek Hall,130,2024-02-18,,Active
H005670,S007200,Highland Hall,507,2024-12-08,,Active
H005671,S008246,Lakeside Terrace,243,2026-08-17,,Active
H005672,S000888,Willow Creek Hall,107,2024-03-24,,Active
H005673,S007010,Bellview Hall,350,2026-02-15,,Active
H005674,S000778,Summit House,141,2025-12-07,,Pending Assignment
H005675,S007771,Harborview Hall,438,2026-02-23,,Pending Assignment
H005676,S001735,Riverbend Hall,187,2026-11-02,,Active
H005677,S003829,Maple Ridge Hall,413,2026-02-10,,Active
H005678,S006646,Birchwood Hall,539,2025-04-04,,Active
H005679,S002529,Sunrise Commons,217,2024-08-07,2025-01-01,Moved Out
H005680,S003425,Sunrise Commons,380,2026-08-15,,Active
H005681,S000333,Founders Hall,449,2025-01-17,,Active
H005682,S005709,Willow Creek Hall,391,2026-03-09,,Active
H005683,S005464,Maple Ridge Hall,366,2025-06-06,,Active
H005684,S000100,Harborview Hall,150,2024-06-14,,Active
H005685,S005886,Birchwood Hall,373,2024-04-16,2024-08-23,Moved Out
H005686,S005935,Riverbend Hall,492,2025-06-11,,Active
H005687,S003456,Founders Hall,134,2024-10-18,,Active
H005688,S009108,Aspen Court,101,2024-11-19,,Active
H005689,S009076,Founders Hall,295,2026-05-10,2026-08-20,Moved Out
H005690,S009640,Harborview Hall,431,2025-11-05,,Active
H005691,S000514,Meadowbrook Hall,193,2023-08-07,,Active
H005692,S008711,Harborview Hall,338,2024-07-20,,Active
H005693,S006081,Bellview Hall,340,2024-10-15,,Active
H005694,S003760,Highland Hall,182,2024-06-30,,Active
H005695,S004493,Birchwood Hall,516,2025-01-03,,Active
H005696,S003302,Summit House,546,2025-02-13,2025-11-28,Moved Out
H005697,S006984,Maple Ridge Hall,187,2023-10-27,2024-02-25,Moved Out
H005698,S009006,Birchwood Hall,518,2026-04-04,,Active
H005699,S001447,Northgate Hall,286,2026-05-19,,Active
H005700,S008321,Harborview Hall,274,2024-10-19,,Pending Assignment
H005701,S006871,Sunrise Commons,358,2023-08-09,,Active
H005702,S003620,Willow Creek Hall,458,2026-06-21,2026-08-20,Moved Out
H005703,S008111,Bellview Hall,148,2025-10-22,,Active
H005704,S000020,Harborview Hall,390,2023-11-13,,Active
H005705,S004555,Cedar Crest Hall,590,2026-03-11,,Active
H005706,S001705,Cedar Crest Hall,595,2025-09-29,2026-06-07,Moved Out
H005707,S004312,Bellview Hall,352,2025-08-22,2025-11-24,Moved Out
H005708,S003283,Birchwood Hall,142,2024-12-16,2025-07-25,Moved Out
H005709,S008297,Riverbend Hall,206,2024-10-28,,Active
H005710,S009187,Sunrise Commons,229,2024-08-18,,Pending Assignment
H005711,S002741,Riverbend Hall,212,2023-12-26,2024-10-21,Moved Out
H005712,S007160,Cedar Crest Hall,454,2026-02-11,,Active
H005713,S005952,Sunrise Commons,179,2023-10-02,,Active
H005714,S007753,Summit House,596,2024-04-08,2024-11-17,Moved Out
H005715,S009133,Bellview Hall,333,2026-03-19,2026-07-08,Moved Out
H005716,S009564,Birchwood Hall,382,2024-09-26,,Active
H005717,S007160,Willow Creek Hall,227,2026-06-12,2026-08-20,Moved Out
H005718,S003098,Cedar Crest Hall,365,2024-03-20,,Active
H005719,S003924,Founders Hall,130,2025-11-04,,Active
H005720,S007799,Cedar Crest Hall,527,2025-06-15,2026-03-16,Moved Out
H005721,S005115,Birchwood Hall,289,2025-08-09,2026-01-07,Moved Out
H005722,S006005,Summit House,279,2026-03-21,2026-08-20,Moved Out
H005723,S009841,Aspen Court,511,2025-03-11,,Active
H005724,S000257,Meadowbrook Hall,493,2024-07-05,,Active
H005725,S009457,Birchwood Hall,543,2025-09-25,2026-07-02,Moved Out
H005726,S002926,Cedar Crest Hall,245,2024-08-09,2024-12-23,Moved Out
H005727,S002467,Meadowbrook Hall,518,2026-01-22,2026-08-20,Moved Out
H005728,S009878,Lakeside Terrace,437,2024-11-25,,Pending Assignment
H005729,S004829,Highland Hall,578,2026-02-14,,Active
H005730,S002684,Bellview Hall,141,2025-07-12,,Active
H005731,S002866,Harborview Hall,329,2025-03-22,,Active
H005732,S008021,Cedar Crest Hall,503,2026-05-31,2026-08-20,Moved Out
H005733,S008311,Summit House,505,2026-05-19,2026-08-20,Moved Out
H005734,S005856,Highland Hall,167,2024-11-03,,Active
H005735,S002328,Bellview Hall,392,2024-05-04,2024-09-04,Moved Out
H005736,S000337,Cedar Crest Hall,204,2023-12-09,,Active
H005737,S004692,Aspen Court,441,2026-03-02,,Active
H005738,S003994,Birchwood Hall,420,2024-04-10,,Active
H005739,S008406,Cedar Crest Hall,193,2023-12-08,,Active
H005740,S000465,Riverbend Hall,569,2023-11-13,,Active
H005741,S002282,Birchwood Hall,457,2025-07-07,,Active
H005742,S009732,Summit House,291,2025-07-19,,Active
H005743,S003329,Meadowbrook Hall,328,2025-06-23,,Active
H005744,S000823,Founders Hall,598,2024-04-21,,Active
H005745,S002632,Summit House,412,2026-01-18,,Active
H005746,S009604,Founders Hall,405,2025-05-20,2026-01-30,Moved Out
H005747,S007825,Birchwood Hall,595,2024-12-13,,Active
H005748,S006939,Riverbend Hall,415,2026-03-05,,Active
H005749,S006822,Meadowbrook Hall,498,2026-01-09,,Active
H005750,S009343,Lakeside Terrace,264,2024-03-05,,Active
H005751,S009303,Riverbend Hall,474,2025-10-20,,Active
H005752,S003916,Willow Creek Hall,526,2024-05-02,2024-11-07,Moved Out
H005753,S007499,Aspen Court,404,2025-11-02,,Active
H005754,S004889,Riverbend Hall,235,2026-07-30,,Active
H005755,S001490,Aspen Court,512,2024-05-23,,Active
H005756,S000245,Birchwood Hall,265,2024-01-14,,Active
H005757,S003923,Founders Hall,558,2024-04-07,2024-07-21,Moved Out
H005758,S004230,Willow Creek Hall,221,2025-08-27,,Active
H005759,S008858,Meadowbrook Hall,592,2023-09-20,2023-12-04,Moved Out
H005760,S006776,Riverbend Hall,309,2025-04-02,,Active
H005761,S004851,Birchwood Hall,127,2024-07-17,,Active
H005762,S008873,Lakeside Terrace,409,2024-03-21,2024-08-19,Moved Out
H005763,S007257,Birchwood Hall,114,2025-01-07,,Pending Assignment
H005764,S001816,Lakeside Terrace,111,2025-11-26,,Active
H005765,S003042,Harborview Hall,503,2025-04-30,2025-12-07,Moved Out
H005766,S005524,Sunrise Commons,100,2023-10-07,2023-12-22,Moved Out
H005767,S005434,Maple Ridge Hall,314,2024-06-06,,Active
H005768,S004709,Northgate Hall,331,2025-05-31,,Active
H005769,S008091,Bellview Hall,179,2026-02-05,,Active
H005770,S000837,Meadowbrook Hall,558,2023-11-23,,Active
H005771,S008326,Lakeside Terrace,479,2026-02-28,,Active
H005772,S009826,Lakeside Terrace,437,2025-07-08,,Active
H005773,S004491,Riverbend Hall,149,2025-06-05,,Active
H005774,S008472,Summit House,112,2025-06-19,2026-02-03,Moved Out
H005775,S007335,Northgate Hall,431,2024-01-21,2024-07-10,Moved Out
H005776,S000139,Harborview Hall,488,2024-05-24,2024-09-13,Moved Out
H005777,S008343,Willow Creek Hall,401,2024-12-24,,Active
H005778,S003705,Founders Hall,109,2024-01-19,,Pending Assignment
H005779,S004586,Bellview Hall,476,2024-02-03,,Active
H005780,S000830,Northgate Hall,215,2024-07-01,,Active
H005781,S009442,Maple Ridge Hall,131,2024-09-18,,Active
H005782,S003625,Sunrise Commons,155,2025-07-17,,Active
H005783,S003712,Riverbend Hall,314,2025-12-06,,Pending Assignment
H005784,S000071,Harborview Hall,101,2025-12-25,,Active
H005785,S008016,Bellview Hall,410,2024-01-06,,Active
H005786,S005105,Meadowbrook Hall,203,2024-05-12,2024-08-30,Moved Out
H005787,S009567,Founders Hall,146,2024-05-11,,Active
H005788,S007045,Summit House,103,2026-01-18,,Active
H005789,S009883,Meadowbrook Hall,338,2024-02-28,2024-06-11,Moved Out
H005790,S004266,Summit House,133,2024-03-18,,Active
H005791,S002031,Meadowbrook Hall,312,2024-06-22,2025-03-15,Moved Out
H005792,S007202,Willow Creek Hall,288,2024-07-02,,Active
H005793,S007171,Lakeside Terrace,212,2025-12-18,,Active
H005794,S003113,Sunrise Commons,211,2024-09-06,,Active
H005795,S003493,Aspen Court,463,2023-08-16,2024-01-15,Moved Out
H005796,S003229,Riverbend Hall,488,2023-10-11,2023-12-26,Moved Out
H005797,S003874,Cedar Crest Hall,123,2025-11-18,,Active
H005798,S003966,Cedar Crest Hall,164,2023-08-06,2023-10-10,Moved Out
H005799,S002546,Sunrise Commons,532,2024-02-15,,Active
H005800,S005802,Birchwood Hall,458,2024-06-17,,Active
H005801,S006180,Maple Ridge Hall,172,2024-12-27,,Active
H005802,S006955,Willow Creek Hall,393,2023-08-19,2024-01-23,Moved Out
H005803,S006934,Sunrise Commons,422,2024-04-03,,Active
H005804,S005854,Birchwood Hall,595,2024-11-28,,Active
H005805,S000678,Sunrise Commons,488,2025-09-02,,Active
H005806,S006844,Aspen Court,499,2025-09-11,,Active
H005807,S008057,Aspen Court,307,2025-07-09,,Active
H005808,S001623,Birchwood Hall,583,2026-05-30,2026-08-20,Moved Out
H005809,S007027,Aspen Court,213,2024-08-18,,Active
H005810,S004227,Bellview Hall,228,2025-07-10,,Active
H005811,S006209,Summit House,395,2024-05-08,,Active
H005812,S001587,Sunrise Commons,119,2026-06-10,,Active
H005813,S008417,Summit House,389,2025-12-14,,Active
H005814,S003882,Northgate Hall,113,2026-01-25,,Active
H005815,S000619,Lakeside Terrace,389,2025-12-01,,Active
H005816,S006120,Meadowbrook Hall,535,2024-04-16,,Active
H005817,S008499,Aspen Court,340,2025-03-19,,Active
H005818,S007991,Maple Ridge Hall,484,2026-01-05,2026-08-19,Moved Out
H005819,S006773,Summit House,537,2023-08-26,,Active
H005820,S001045,Birchwood Hall,529,2025-04-19,2025-07-07,Moved Out
H005821,S006579,Cedar Crest Hall,409,2023-08-26,,Active
H005822,S006214,Highland Hall,386,2024-05-03,,Active
H005823,S008483,Cedar Crest Hall,535,2025-04-06,,Active
H005824,S009926,Bellview Hall,419,2025-12-17,,Active
H005825,S008443,Birchwood Hall,242,2024-09-14,,Active
H005826,S006448,Meadowbrook Hall,384,2023-11-11,,Active
H005827,S004087,Birchwood Hall,130,2026-03-16,,Active
H005828,S002819,Founders Hall,165,2025-09-17,2026-07-02,Moved Out
H005829,S005828,Cedar Crest Hall,389,2023-11-01,2024-05-28,Moved Out
H005830,S008295,Highland Hall,122,2025-07-02,,Active
H005831,S008702,Meadowbrook Hall,115,2024-05-15,,Active
H005832,S008285,Northgate Hall,544,2025-01-07,,Active
H005833,S002214,Harborview Hall,242,2024-02-25,2024-08-18,Moved Out
H005834,S001485,Willow Creek Hall,529,2024-02-06,,Active
H005835,S000215,Meadowbrook Hall,259,2024-11-12,2025-08-10,Moved Out
H005836,S007068,Aspen Court,577,2023-09-14,2024-01-26,Moved Out
H005837,S000550,Cedar Crest Hall,304,2024-06-20,,Active
H005838,S007638,Birchwood Hall,368,2024-10-06,2025-01-05,Moved Out
H005839,S005153,Founders Hall,277,2024-06-24,,Active
H005840,S001493,Birchwood Hall,258,2025-02-12,,Active
H005841,S007242,Highland Hall,218,2025-03-13,,Active
H005842,S009395,Lakeside Terrace,225,2025-08-29,2026-01-09,Moved Out
H005843,S004489,Meadowbrook Hall,552,2025-08-29,,Active
H005844,S007176,Birchwood Hall,456,2025-01-07,2025-04-06,Moved Out
H005845,S003618,Birchwood Hall,223,2024-08-19,2024-11-13,Moved Out
H005846,S007090,Willow Creek Hall,441,2024-02-17,,Active
H005847,S007489,Maple Ridge Hall,550,2024-04-05,,Active
H005848,S002775,Northgate Hall,156,2026-05-23,,Active
H005849,S009716,Northgate Hall,184,2023-08-18,,Active
H005850,S000906,Harborview Hall,304,2025-03-09,,Active
H005851,S002573,Summit House,326,2024-04-03,,Active
H005852,S005862,Highland Hall,419,2025-11-07,,Active
H005853,S000852,Sunrise Commons,366,2024-06-01,,Active
H005854,S003740,Birchwood Hall,178,2026-07-11,,Active
H005855,S002727,Birchwood Hall,325,2025-04-16,,Active
H005856,S002323,Lakeside Terrace,473,2024-08-05,,Active
H005857,S003123,Aspen Court,518,2026-08-20,,Active
H005858,S004097,Meadowbrook Hall,395,2025-08-05,,Active
H005859,S005897,Northgate Hall,304,2026-05-08,2026-08-20,Moved Out
H005860,S006899,Meadowbrook Hall,554,2024-10-06,2025-06-01,Moved Out
H005861,S003163,Northgate Hall,143,2024-07-08,,Active
H005862,S003470,Bellview Hall,212,2025-06-08,,Active
H005863,S004093,Willow Creek Hall,257,2025-11-18,,Active
H005864,S003312,Aspen Court,286,2023-12-27,2024-06-29,Moved Out
H005865,S009562,Bellview Hall,560,2026-04-10,,Active
H005866,S003634,Birchwood Hall,215,2024-09-02,,Active
H005867,S003273,Lakeside Terrace,479,2025-02-05,2025-05-06,Moved Out
H005868,S000293,Bellview Hall,448,2024-05-22,,Active
H005869,S005253,Harborview Hall,187,2024-08-26,2025-01-03,Moved Out
H005870,S006996,Harborview Hall,558,2025-02-04,,Active
H005871,S007684,Northgate Hall,503,2024-08-09,2024-12-06,Moved Out
H005872,S005046,Aspen Court,494,2026-08-14,,Active
